Epoch,evaluation/Actions Max,evaluation/Actions Mean,evaluation/Actions Min,evaluation/Actions Std,evaluation/Average Returns,evaluation/Num Paths,evaluation/Returns Max,evaluation/Returns Mean,evaluation/Returns Min,evaluation/Returns Std,evaluation/Rewards Max,evaluation/Rewards Mean,evaluation/Rewards Min,evaluation/Rewards Std,evaluation/env_infos/final/reward_ctrl Max,evaluation/env_infos/final/reward_ctrl Mean,evaluation/env_infos/final/reward_ctrl Min,evaluation/env_infos/final/reward_ctrl Std,evaluation/env_infos/final/reward_run Max,evaluation/env_infos/final/reward_run Mean,evaluation/env_infos/final/reward_run Min,evaluation/env_infos/final/reward_run Std,evaluation/env_infos/initial/reward_ctrl Max,evaluation/env_infos/initial/reward_ctrl Mean,evaluation/env_infos/initial/reward_ctrl Min,evaluation/env_infos/initial/reward_ctrl Std,evaluation/env_infos/initial/reward_run Max,evaluation/env_infos/initial/reward_run Mean,evaluation/env_infos/initial/reward_run Min,evaluation/env_infos/initial/reward_run Std,evaluation/env_infos/reward_ctrl Max,evaluation/env_infos/reward_ctrl Mean,evaluation/env_infos/reward_ctrl Min,evaluation/env_infos/reward_ctrl Std,evaluation/env_infos/reward_run Max,evaluation/env_infos/reward_run Mean,evaluation/env_infos/reward_run Min,evaluation/env_infos/reward_run Std,evaluation/num paths total,evaluation/num steps total,evaluation/path length Max,evaluation/path length Mean,evaluation/path length Min,evaluation/path length Std,exploration/Actions Max,exploration/Actions Mean,exploration/Actions Min,exploration/Actions Std,exploration/Average Returns,exploration/Num Paths,exploration/Returns Max,exploration/Returns Mean,exploration/Returns Min,exploration/Returns Std,exploration/Rewards Max,exploration/Rewards Mean,exploration/Rewards Min,exploration/Rewards Std,exploration/env_infos/final/reward_ctrl Max,exploration/env_infos/final/reward_ctrl Mean,exploration/env_infos/final/reward_ctrl Min,exploration/env_infos/final/reward_ctrl Std,exploration/env_infos/final/reward_run Max,exploration/env_infos/final/reward_run Mean,exploration/env_infos/final/reward_run Min,exploration/env_infos/final/reward_run Std,exploration/env_infos/initial/reward_ctrl Max,exploration/env_infos/initial/reward_ctrl Mean,exploration/env_infos/initial/reward_ctrl Min,exploration/env_infos/initial/reward_ctrl Std,exploration/env_infos/initial/reward_run Max,exploration/env_infos/initial/reward_run Mean,exploration/env_infos/initial/reward_run Min,exploration/env_infos/initial/reward_run Std,exploration/env_infos/reward_ctrl Max,exploration/env_infos/reward_ctrl Mean,exploration/env_infos/reward_ctrl Min,exploration/env_infos/reward_ctrl Std,exploration/env_infos/reward_run Max,exploration/env_infos/reward_run Mean,exploration/env_infos/reward_run Min,exploration/env_infos/reward_run Std,exploration/num paths total,exploration/num steps total,exploration/path length Max,exploration/path length Mean,exploration/path length Min,exploration/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/sac training (s),time/saving (s),time/total (s),time/training (s),trainer/Alpha,trainer/Alpha Loss,trainer/Log Pis Max,trainer/Log Pis Mean,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Offline Weights Max,trainer/Offline Weights Mean,trainer/Offline Weights Min,trainer/Offline Weights Std,trainer/Online Weights Max,trainer/Online Weights Mean,trainer/Online Weights Min,trainer/Online Weights Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss,trainer/RL Samples Weights Max,trainer/RL Samples Weights Mean,trainer/RL Samples Weights Min,trainer/RL Samples Weights Std,trainer/Weight Loss,trainer/num train calls,trainer/policy/mean Max,trainer/policy/mean Mean,trainer/policy/mean Min,trainer/policy/mean Std,trainer/policy/normal/log_std Max,trainer/policy/normal/log_std Mean,trainer/policy/normal/log_std Min,trainer/policy/normal/log_std Std,trainer/policy/normal/std Max,trainer/policy/normal/std Mean,trainer/policy/normal/std Min,trainer/policy/normal/std Std
52,1.0,-0.12755342,-1.0,0.91609484,5525.623989080261,5,5589.285103493136,5525.623989080261,5471.669110638074,41.77347165444552,8.622162582965757,5.525623989080258,-2.362252719591758,1.8231496504276898,-0.46157407760620117,-0.49166938781738284,-0.5145628452301025,0.0220547118891891,5.924328579862959,5.672962994714453,5.316317664685357,0.21469219032269582,-0.33780007362365727,-0.3486147499084473,-0.3609726667404175,0.009302779338715752,0.6909096412710686,0.47861619084176193,0.3153179527913559,0.1480985682966352,-0.2532928705215454,-0.5132997129297256,-0.5999628067016601,0.04198786061955749,9.128627064319517,6.038923702009984,-1.7905201031671973,1.8090273574154176,265,265000,1000,1000.0,1000,0.0,1.0,-0.124158755,-1.0,0.9157825,5492.696992852443,1,5492.696992852443,5492.696992852443,5492.696992852443,0.0,8.669694737642384,5.492696992852445,-1.965130083604011,1.8015046998987776,-0.47881174087524414,-0.47881174087524414,-0.47881174087524414,0.0,4.890091357833626,4.890091357833626,4.890091357833626,0.0,-0.3498256206512451,-0.3498256206512451,-0.3498256206512451,0.0,0.6979773510639131,0.6979773510639131,0.6979773510639131,0.0,-0.3161204814910889,-0.5124438268899917,-0.5998796463012696,0.046447684589020016,9.166844014375783,6.005140819742437,-1.3661776471568676,1.7898956309634968,53,53000,1000,1000.0,1000,0.0,53000,0.018863247998524457,86.15976942254929,16.419350833049975,3.9124370529898442,0.021304896974470466,65.75146917754319,0.03604729799553752,5072.479342954874,0.00029691599775105715,3.2258100977620673e-06,3.180241765221581e-05,92.40774,41.936012,18.392372,11.051338,31.402853,7.7397833,0.0,9.158282,33.034405,10.151898,0.0,9.801961,-474.16052,491.27072,474.61368,372.81396,14.024545,490.69632,474.48282,376.13126,13.736132,491.33212,474.5003,373.9261,13.783233,14.833887,14.893424,34.610508,10.212978,0.0,9.944633,0.7198603,57000,1.0,-0.1333209,-1.0,0.914371,0.60505354,-1.4339256,-4.327797,0.8430781,1.8313502,0.3190609,0.013196586,0.23456962
53,1.0,-0.12213533,-1.0,0.915455,5532.54886722815,5,5557.509582492474,5532.54886722815,5492.284344756956,25.601333842478006,8.56333657823534,5.532548867228148,-2.2563728851561424,1.8138811321409694,-0.4251213073730469,-0.4912813758850098,-0.5131699562072755,0.03334483833395024,5.513710131984908,5.281202143562041,5.100997565965599,0.18055145776423473,-0.31562974452972414,-0.33065536499023435,-0.35485320091247563,0.015567916437921275,0.6730367480947542,0.5654051485074045,0.4422430036526682,0.07667404775132812,-0.21370832920074465,-0.5117849664115907,-0.5999163150787353,0.042121819975112565,9.078209319934558,6.04433383363974,-1.662695936608779,1.8041778443708572,270,270000,1000,1000.0,1000,0.0,1.0,-0.12710643,-1.0,0.91532904,5501.182314655551,1,5501.182314655551,5501.182314655551,5501.182314655551,0.0,8.524763069860523,5.5011823146555505,-2.3377242446048054,1.8175107455803434,-0.3749614715576172,-0.3749614715576172,-0.3749614715576172,0.0,4.804432755023527,4.804432755023527,4.804432755023527,0.0,-0.3611304759979248,-0.3611304759979248,-0.3611304759979248,0.0,0.3602226363922778,0.3602226363922778,0.3602226363922778,0.0,-0.32328248023986816,-0.5123899726867676,-0.5999735355377197,0.04338459865619392,9.044962416402882,6.013572287342319,-1.7500096678836141,1.807151267599781,54,54000,1000,1000.0,1000,0.0,54000,0.018632368999533355,87.82767191884341,16.430336879973765,3.920382867974695,0.017713434994220734,67.40283560391981,0.03746330697322264,5165.026637017436,0.00030745600815862417,2.5789400061219707e-06,2.6387548132333905e-05,79.6737,41.19748,15.430724,10.229858,13.156639,1.855213,0.0,2.107703,12.641546,4.626253,0.0,2.958917,-478.5866,495.55527,478.55377,391.9895,13.099245,493.57764,479.01572,396.85428,12.691619,493.9467,478.80386,393.63162,12.7911415,18.498098,19.816826,14.24946,5.4757185,0.0,3.0923834,0.12231603,58000,1.0,-0.13358028,-1.0,0.9122502,0.5100795,-1.4957223,-4.3897643,0.8766586,1.6654236,0.30521318,0.01240365,0.21659407
54,1.0,-0.124109134,-1.0,0.9147972,5503.524951522645,5,5546.868990007598,5503.524951522645,5454.996537590476,40.927514283067815,8.53625425141729,5.5035249515226425,-1.9991914735612295,1.8055397689659587,-0.47376613616943364,-0.5003106307983398,-0.5157153606414795,0.014330670248523476,5.843142653212681,5.548511548787701,5.1857063162037775,0.2511220109600551,-0.3032255649566651,-0.3391623544692994,-0.3719833850860596,0.027101513337877355,0.6530793291390826,0.551703853627519,0.4040205081941159,0.09831238131034355,-0.2567934513092041,-0.5113541993904115,-0.599974250793457,0.03953211788602158,9.037894074035648,6.014879150913053,-1.4278902982242663,1.794446983091895,275,275000,1000,1000.0,1000,0.0,1.0,-0.12693954,-1.0,0.91459984,5601.3982160113555,1,5601.3982160113555,5601.3982160113555,5601.3982160113555,0.0,8.508461312659893,5.601398216011355,-2.0280290878927034,1.8396960882993287,-0.4992877960205078,-0.4992877960205078,-0.4992877960205078,0.0,5.614543891384756,5.614543891384756,5.614543891384756,0.0,-0.29596776962280275,-0.29596776962280275,-0.29596776962280275,0.0,0.5021650636308219,0.5021650636308219,0.5021650636308219,0.0,-0.29596776962280275,-0.5115638990879059,-0.5974069595336914,0.03521246642280197,9.00176790178648,6.112962115099261,-1.4618910587941927,1.8289512166904818,55,55000,1000,1000.0,1000,0.0,55000,0.01866482204059139,86.18347879609792,16.431518127035815,3.9089002560358495,0.01823314599459991,65.77480852493318,0.03103499801363796,5255.915519482805,0.00031892204424366355,2.06239832495647e-06,1.9941893697250634e-05,66.49613,42.008522,20.081911,10.393642,10.731172,1.7975683,0.0,1.9798355,21.333923,5.96018,0.0,4.2615557,-480.70706,497.8308,481.1271,372.56012,17.090384,498.3418,481.0555,377.0885,16.731756,498.70398,480.83154,376.7077,16.78445,15.987057,16.165733,20.570164,6.7682714,0.0,4.205918,0.25185785,59000,1.0,-0.18752569,-1.0,0.9055369,0.5766802,-1.5249172,-4.8312287,0.8509583,1.780119,0.29250893,0.007976714,0.21117401
55,1.0,-0.1139427,-1.0,0.91104144,5521.642064878729,5,5545.30493751511,5521.642064878729,5481.956894731824,25.693576647943097,8.60568276204042,5.52164206487873,-2.2044300111416946,1.7925969387370162,-0.4595375061035156,-0.5015421104431153,-0.5637336730957031,0.03699023351734645,5.987013184218313,5.675330704273847,5.422002394318497,0.19094561407952212,-0.31916580200195316,-0.34935023784637453,-0.39390220642089846,0.024354909312726776,0.6921820132988293,0.5541642223958948,0.4571942696870863,0.08657955513787886,-0.2636162281036377,-0.5057876456022262,-0.5999701976776123,0.04630979691295381,9.115769250764174,6.027429710480956,-1.6315563233975539,1.7847144613991466,280,280000,1000,1000.0,1000,0.0,1.0,-0.10849176,-1.0,0.91058415,5555.626895538812,1,5555.626895538812,5555.626895538812,5555.626895538812,0.0,8.545428164670534,5.5556268955388095,-1.9768046705243338,1.7763623502077657,-0.49230351448059084,-0.49230351448059084,-0.49230351448059084,0.0,5.548281951208764,5.548281951208764,5.548281951208764,0.0,-0.296021032333374,-0.296021032333374,-0.296021032333374,0.0,0.5416786571133673,0.5416786571133673,0.5416786571133673,0.0,-0.2948166847229004,-0.5045604772567749,-0.5999237060546875,0.04720600507807757,9.039696915814943,6.060187372795584,-1.400837930869793,1.7708804729085166,56,56000,1000,1000.0,1000,0.0,56000,0.01891964697279036,85.9037106015603,16.379503031028435,3.7999756970093586,0.018326051998883486,65.65586938161869,0.030817937979009002,5346.465568432002,0.00029885495314374566,1.6493846024847469e-06,1.625196819077246e-05,71.06425,40.566338,17.102386,10.78725,20.395262,5.2266808,0.0,5.3895082,23.627602,9.797287,0.0,7.0407104,-483.07825,499.27554,482.82397,372.91833,15.029949,499.83743,483.46054,377.20032,14.814016,500.03168,483.48627,374.67422,14.833192,24.924671,23.684206,25.17918,11.506437,0.0,7.452359,0.80942464,60000,1.0,-0.065705806,-1.0,0.9177802,0.56318045,-1.4718734,-4.3536534,0.8998382,1.7562493,0.3209459,0.012859747,0.24467318
56,1.0,-0.1263057,-1.0,0.9126716,5635.991498394502,5,5677.0792014340295,5635.991498394502,5588.482032656541,29.796382085106192,8.635202336915109,5.635991498394501,-2.2959551624047885,1.8304606542184623,-0.43395695686340335,-0.47282808303833007,-0.5072170734405518,0.02450469131856886,6.120307434188135,5.651517837535721,4.966546843869537,0.4120731030821565,-0.3011026382446289,-0.31266501426696774,-0.34707136154174806,0.01731629197686238,0.6527142126881654,0.5537364583434699,0.4352799788310613,0.08971807233408247,-0.2843258619308472,-0.5093536182832717,-0.5998939990997315,0.040335484610590555,9.12027289927778,6.145345116677773,-1.6973791412103303,1.8140181722572073,285,285000,1000,1000.0,1000,0.0,1.0,-0.12243669,-1.0,0.91184485,5580.996197455324,1,5580.996197455324,5580.996197455324,5580.996197455324,0.0,8.43742644042245,5.58099619745532,-2.012489761916572,1.8176125467463877,-0.46699252128601076,-0.46699252128601076,-0.46699252128601076,0.0,5.496851248771009,5.496851248771009,5.496851248771009,0.0,-0.29756157398223876,-0.29756157398223876,-0.29756157398223876,0.0,0.30647861751292305,0.30647861751292305,0.30647861751292305,0.0,-0.29756157398223876,-0.5078711039066315,-0.5999544143676758,0.04262240033032284,8.922339872348175,6.088867301361952,-1.4429866929926218,1.8017668109183793,57,57000,1000,1000.0,1000,0.0,57000,0.019178429036401212,87.02391721005552,16.441620581026655,3.9010365630383603,0.018347496981732547,66.61087195301661,0.03252976597286761,5438.249359729118,0.0003324209828861058,1.318785114384656e-06,1.3126609701430425e-05,74.0606,42.666058,13.717325,10.88238,22.081526,7.5324993,0.0,6.871316,31.435213,12.16841,0.0,8.999812,-486.5479,501.64508,485.89853,365.65863,14.705556,503.41605,486.92084,373.4276,14.485309,503.8875,486.80826,372.936,14.580203,20.848152,21.306313,34.11199,12.146484,0.0,9.793668,0.72441185,61000,1.0,-0.10941877,-1.0,0.9151589,0.6205901,-1.4718288,-4.61822,0.8997877,1.8600253,0.31916407,0.009870349,0.24098383
57,1.0,-0.13047661,-1.0,0.91393936,5607.545612107758,5,5671.866151247651,5607.545612107758,5558.711140961394,37.22540982985111,8.680901886043012,5.607545612107758,-2.277804088810511,1.8265418295695879,-0.47540926933288574,-0.5035376453399658,-0.5222818851470947,0.015453669034188919,5.817457399804198,5.3242041573591905,4.746310760666574,0.35016293696290496,-0.3009124517440796,-0.3201966857910157,-0.3520000219345093,0.018500181388188736,0.6685403955564223,0.5356945409886883,0.4342321612375283,0.10311867747437636,-0.24411909580230715,-0.5113855329370499,-0.5998693943023682,0.036594735276404375,9.170177913722455,6.118931145044809,-1.690308380344935,1.8187513587287236,290,290000,1000,1000.0,1000,0.0,1.0,-0.13100901,-1.0,0.91472983,5542.055160368458,1,5542.055160368458,5542.055160368458,5542.055160368458,0.0,8.41246345025967,5.542055160368458,-2.040876262614723,1.826295599185818,-0.5060398578643799,-0.5060398578643799,-0.5060398578643799,0.0,5.650977377798654,5.650977377798654,5.650977377798654,0.0,-0.3076368808746338,-0.3076368808746338,-0.3076368808746338,0.0,0.5769790255819887,0.5769790255819887,0.5769790255819887,0.0,-0.25006675720214844,-0.5123363734722137,-0.5997742176055908,0.04055829488841829,8.938405203647122,6.054391533840671,-1.4543503455615006,1.8190365522529675,58,58000,1000,1000.0,1000,0.0,58000,0.0185683710151352,87.83260305802105,16.330399056023452,3.923154625983443,0.02553454099688679,67.50357944704592,0.031077682971954346,5530.845751591667,0.0002893339842557907,1.0549588521041945e-06,1.0760174518509302e-05,84.07583,41.85269,16.055855,11.53305,22.873724,8.771868,0.0,7.425765,29.763653,12.158268,0.0,8.466725,-488.0522,504.4545,488.1801,376.1574,15.793053,504.5017,488.3986,378.60535,15.340219,505.95148,488.34015,379.26913,15.387567,16.835018,19.817179,30.324766,12.730179,0.0,8.884822,0.8692894,62000,1.0,-0.10277421,-1.0,0.91498816,0.7035581,-1.4934105,-4.5779047,0.9298149,2.0209305,0.3168166,0.010276406,0.24258783
58,1.0,-0.1303253,-1.0,0.91653293,5626.079053850226,5,5659.321560759771,5626.079053850226,5591.139905878991,23.15576043100147,8.503698774224812,5.626079053850226,-2.3941671659777453,1.8208342178050656,-0.4688710689544678,-0.49756588935852053,-0.5221822738647461,0.020313101928234018,5.579895642738393,5.260965440697873,4.816248639473315,0.266964248896667,-0.30882835388183594,-0.3459842920303345,-0.3809365272521973,0.029084826293934923,0.6627670319724627,0.6023356812488231,0.4560893435118252,0.0755598730385807,-0.2658387660980225,-0.5142103727245331,-0.5999884605407715,0.03571741014834264,8.993609724819862,6.14028942657476,-1.8007216741869736,1.807649600355499,295,295000,1000,1000.0,1000,0.0,1.0,-0.12824497,-1.0,0.9165365,5579.905903537472,1,5579.905903537472,5579.905903537472,5579.905903537472,0.0,8.526868660265814,5.579905903537475,-2.2068273024657796,1.8373909528308678,-0.5256406307220459,-0.5256406307220459,-0.5256406307220459,0.0,5.5274743100460455,5.5274743100460455,5.5274743100460455,0.0,-0.31350455284118656,-0.31350455284118656,-0.31350455284118656,0.0,0.43138025603488683,0.43138025603488683,0.43138025603488683,0.0,-0.275876259803772,-0.5138915517568589,-0.59998779296875,0.03807849341362839,9.02524893980683,6.093797455294334,-1.6451730685332844,1.8249235116467224,59,59000,1000,1000.0,1000,0.0,59000,0.01906987198162824,86.30791373405373,16.39388320996659,3.907798503001686,0.016212157031986862,65.93816691706888,0.03247738798381761,5621.844470467593,0.000305687019135803,8.438962855592835e-07,8.299719411297701e-06,90.98475,42.149723,17.78398,11.674103,26.606056,7.63247,0.0,7.564121,37.150574,13.108578,0.0,8.825552,-490.92627,506.9489,491.24258,380.15964,14.372967,506.58,491.2212,374.17633,14.463407,506.7317,491.26163,381.47742,14.405334,17.522446,18.633532,35.767567,15.005812,0.0,9.241213,0.90748525,63000,1.0,-0.11635932,-1.0,0.9192195,0.71893775,-1.4704508,-4.9694824,0.9925731,2.052252,0.34140334,0.006946743,0.27961436
59,1.0,-0.12971887,-1.0,0.91544724,5604.2162332685875,5,5646.94196447448,5604.2162332685875,5545.53431844483,34.33839397410011,8.592150660686183,5.604216233268587,-2.2226903054383516,1.8164954760509384,-0.454011344909668,-0.5021028232574463,-0.5286430358886719,0.02594843508699288,6.168294000717651,5.488734375531294,5.084519144659225,0.3773155689588946,-0.33042871952056885,-0.3467500305175782,-0.36321935653686527,0.012985138020698622,0.773924523175812,0.6543989684513868,0.5124925507213837,0.08421378125750945,-0.27879033088684085,-0.5129224046134949,-0.5999411106109619,0.04103585077314367,9.124479552440334,6.117138637882083,-1.6335383507874728,1.8048108340267541,300,300000,1000,1000.0,1000,0.0,1.0,-0.12288373,-1.0,0.9174782,5590.1018408239825,1,5590.1018408239825,5590.1018408239825,5590.1018408239825,0.0,8.589643216950368,5.590101840823984,-2.2844656506649406,1.8573366660813355,-0.49811520576477053,-0.49811520576477053,-0.49811520576477053,0.0,5.9922765067415185,5.9922765067415185,5.9922765067415185,0.0,-0.33791160583496094,-0.33791160583496094,-0.33791160583496094,0.0,0.53698633240859,0.53698633240859,0.53698633240859,0.0,-0.29627270698547364,-0.5141200298070907,-0.5999590873718262,0.03902182521960167,9.084536427087357,6.104221870631076,-1.699893812286034,1.8454704063882175,60,60000,1000,1000.0,1000,0.0,60000,0.018873727996833622,83.74801519379253,16.353270175051875,3.899046056030784,0.01684531499631703,63.42766530177323,0.03196962596848607,5710.155769017467,0.0003449919749982655,6.749940852534952e-07,6.797755759180291e-06,93.835175,42.976883,19.216312,11.538645,53.494755,8.781538,0.0,12.6365795,62.63673,17.919476,0.0,18.216251,-492.29773,509.6656,492.95575,395.07135,14.664155,508.77502,492.50714,402.26056,14.632101,509.28976,492.74072,400.08344,14.577456,22.346645,23.725548,61.511234,17.318117,0.0,17.074379,0.43094152,64000,1.0,-0.06593177,-1.0,0.9219111,0.433144,-1.5525686,-4.9255376,0.8807987,1.5420983,0.2931852,0.0072588227,0.2283801
60,1.0,-0.12683357,-1.0,0.91671973,5717.943235554102,5,5812.33696345025,5717.943235554102,5645.1684055688975,56.96636982870353,8.702370459274766,5.717943235554098,-2.229679714488556,1.8345991124547096,-0.42348995208740237,-0.488985242843628,-0.5123437404632568,0.03313916581979811,5.782148537931562,5.622796176392285,5.139997065018633,0.2431287227852367,-0.2928957462310791,-0.34261879920959476,-0.3667224407196045,0.0261559690213647,0.6571132039638528,0.5433889477299128,0.40815095786834565,0.08579705102245315,-0.25227203369140627,-0.5138770733547211,-0.5998858451843262,0.039485253047766754,9.18722673101854,6.231820308908818,-1.6434063780780335,1.8200241812234152,305,305000,1000,1000.0,1000,0.0,1.0,-0.1236766,-1.0,0.916006,5715.367034652482,1,5715.367034652482,5715.367034652482,5715.367034652482,0.0,8.562331594430635,5.715367034652481,-1.8220578359098192,1.8259510413171236,-0.4313577175140381,-0.4313577175140381,-0.4313577175140381,0.0,5.1902568599325605,5.1902568599325605,5.1902568599325605,0.0,-0.36362643241882325,-0.36362643241882325,-0.36362643241882325,0.0,0.7469948569075285,0.7469948569075285,0.7469948569075285,0.0,-0.32688131332397463,-0.5126177232027054,-0.5986133575439453,0.0390952329847329,9.068504680597016,6.227984757855186,-1.31413318381021,1.8101003644488045,61,61000,1000,1000.0,1000,0.0,61000,0.0186305150273256,87.47829552058829,16.422470457968302,3.920094721019268,0.01752086100168526,67.06777059152955,0.031495314033236355,5802.3500555503415,0.00031306000892072916,5.398305155688329e-07,5.372000941861188e-06,84.83862,40.911583,8.832192,10.875431,18.295479,4.4421906,0.0,4.812581,20.066385,8.643877,0.0,5.6927347,-496.0971,512.1173,496.4117,382.73755,15.776197,510.81357,496.42593,383.24152,15.750659,510.8221,496.37567,385.6726,15.713059,14.283138,15.855575,22.304594,10.129729,0.0,6.5170703,0.929755,65000,1.0,-0.15190797,-1.0,0.9078358,0.47375163,-1.4994993,-4.3731303,0.8940626,1.606008,0.30865344,0.012611701,0.22624367
61,1.0,-0.14077696,-1.0,0.920559,5670.807026743438,5,5716.49484788576,5670.807026743438,5620.4976703114235,40.14033723353768,8.6931858261941,5.670807026743437,-2.2524917779519313,1.8434039724687057,-0.4725332260131836,-0.48245729446411134,-0.49903659820556645,0.009295325805020585,6.040487420865475,5.756213562097855,5.481056158174624,0.17972794939286907,-0.3411137104034424,-0.36477026462554935,-0.3957732200622559,0.02169129975731573,0.745111798220869,0.5671798463621618,0.4594625563438748,0.10816051554139725,-0.23381421566009522,-0.5203481824016571,-0.5998369216918945,0.04586170379370271,9.188125105750373,6.1911552091450925,-1.6769777474953884,1.8241241644833008,310,310000,1000,1000.0,1000,0.0,1.0,-0.13625312,-1.0,0.91861373,5564.084012595436,1,5564.084012595436,5564.084012595436,5564.084012595436,0.0,8.62490065113884,5.564084012595431,-2.2765657055894533,1.85425874036888,-0.50510573387146,-0.50510573387146,-0.50510573387146,0.0,5.0184303740036285,5.0184303740036285,5.0184303740036285,0.0,-0.34741704463958745,-0.34741704463958745,-0.34741704463958745,0.0,0.5190304721440869,0.5190304721440869,0.5190304721440869,0.0,-0.23474223613739015,-0.517449638414383,-0.5998234748840332,0.049814597377729274,9.107219100159227,6.081533651009814,-1.6879100907365479,1.8360685730083919,62,62000,1000,1000.0,1000,0.0,62000,0.018784410029184073,86.85644793923711,16.4611867290223,3.930004111956805,0.02574474102584645,66.38856443815166,0.03183009201893583,5893.913229615428,0.00033341703237965703,4.317877434678261e-07,4.377894128992921e-06,79.45689,42.660213,19.358854,11.853544,9.6534,1.4985844,0.0,1.9597996,22.452013,5.507192,0.0,5.150554,-496.98846,513.6867,497.44678,408.83804,13.765945,514.1179,497.36542,407.38107,13.764921,515.3572,497.23935,405.69745,13.834219,28.375244,33.058968,25.396412,7.5703664,0.0,6.722864,0.23748612,66000,1.0,-0.12607168,-1.0,0.91829187,0.6189412,-1.513143,-4.552191,0.89547825,1.8569608,0.30532816,0.0105440775,0.24125539
62,1.0,-0.12816918,-1.0,0.91530895,5599.158211143631,5,5679.537509991755,5599.158211143631,5500.098334040842,64.91181514006155,8.611287485644151,5.5991582111436315,-2.1528428944680673,1.8319076680641648,-0.474613618850708,-0.4986394309997559,-0.51799635887146,0.017929518001401912,5.87436357687011,5.779957691655682,5.634980794891362,0.0794013341547657,-0.3084462881088257,-0.3344360542297363,-0.3735414743423462,0.022328009163198787,0.6651891099216086,0.5640208704731021,0.46247990016340806,0.07081527391442835,-0.2457664728164673,-0.5125306792736054,-0.5999522686004639,0.04148693871939397,9.094570099398425,6.111688890417238,-1.5629190358254892,1.8145570341987514,315,315000,1000,1000.0,1000,0.0,1.0,-0.12334457,-1.0,0.91552436,5611.382412525785,1,5611.382412525785,5611.382412525785,5611.382412525785,0.0,8.48455894758431,5.6113824125257885,-2.0486367373453236,1.8195358131136774,-0.49304084777832036,-0.49304084777832036,-0.49304084777832036,0.0,5.883448075602473,5.883448075602473,5.883448075602473,0.0,-0.3690098762512207,-0.3690098762512207,-0.3690098762512207,0.0,0.5018692852496061,0.5018692852496061,0.5018692852496061,0.0,-0.2575748920440674,-0.5120392103910446,-0.5999579906463623,0.042472764631809004,8.95850423147408,6.123421622916834,-1.4638654379831408,1.8020322077560114,63,63000,1000,1000.0,1000,0.0,63000,0.018846138031221926,88.10800214536721,16.4207987000118,3.6523259119712748,0.016468906949739903,67.9744477054337,0.024910888983868062,5986.802940048685,0.0002038939855992794,3.453872362251527e-07,3.5200057482143166e-06,74.44729,42.691414,13.185819,10.759111,34.292587,4.889888,0.0,5.484534,47.299458,11.084299,0.0,10.317458,-499.667,514.31805,499.85654,394.91962,13.756155,514.62573,500.07648,392.38513,13.61626,514.3962,499.86908,393.67935,13.5121975,14.879357,16.562521,51.880054,14.487936,0.0,13.163152,0.39205006,67000,1.0,-0.19721043,-1.0,0.90277827,0.77202636,-1.6579868,-5.3528056,1.0130249,2.1641471,0.2825775,0.004734849,0.23135433
